_id,comment,label,comment_word
97,而且变异病毒不怕气温变化,0,"[['而且', 'c'], ['变异病毒', 'nz'], ['不怕', 'v'], ['气温', 'n'], ['变化', 'vn']]"
99,不行✋ 新加坡现在就是这个德尔塔变异病毒  前半个月因5个陪酒女感染现在2万多人隔离 每天确诊人数180多人  我感觉绝对不是实数  戴口罩戴了整整一年半了� 新加坡本来就是旅游国家 根本不可能封国 经济也不允许封国. 该上班还是上班 根本一点防范措施做得都不到位�,0,"[['不行', 'a'], ['新加坡', 'LOC'], ['现在', 'TIME'], ['就是', 'v'], ['这个', 'r'], ['德尔塔变异病毒', 'nz'], ['前', 'f'], ['半个月', 'TIME'], ['陪酒女', 'n'], ['感染', 'v'], ['现在', 'TIME'], ['人', 'n'], ['隔离', 'v'], ['每天', 'TIME'], ['确诊', 'v'], ['人数', 'n'], ['人', 'n'], ['我', 'r'], ['感觉', 'v'], ['绝对', 'd'], ['不是', 'v'], ['实数', 'n'], ['戴口罩', 'v'], ['戴', 'v'], ['整整', 'a'], ['一年', 'TIME'], ['新加坡', 'LOC'], ['本来', 'd'], ['就是', 'v'], ['旅游', 'vn'], ['国家', 'n'], ['根本', 'd'], ['不', 'd'], ['可能', 'v'], ['封国', 'v'], ['经济', 'n'], ['也', 'd'], ['不', 'd'], ['允许', 'v'], ['封国', 'n'], ['该', 'v'], ['上班', 'v'], ['还是', 'd'], ['上班', 'v'], ['根本', 'd'], ['防范', 'vn'], ['措施', 'n'], ['做', 'v'], ['都', 'd'], ['不', 'd'], ['到', 'v'], ['位', 'n']]"
100,"这TM的是个内鬼，大家要小心防范，不信谣，不传谣<span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-9955880b30.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-9955880b30.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-9955880b30.png"" style=""width:1em; height:1em;"" /></span>",1,"[['这', 'r'], ['是', 'v'], ['内鬼', 'n'], ['大家', 'r'], ['要', 'v'], ['小心', 'ad'], ['防范', 'v'], ['不', 'd'], ['信', 'v'], ['谣', 'n'], ['不', 'd'], ['传谣', 'v'], ['并不', 'd'], ['简单', 'a'], ['并不', 'd'], ['简单', 'a'], ['并不', 'd'], ['简单', 'a']]"
103,都要平平安安的���,1,"[['都', 'd'], ['要', 'v'], ['平平安安', 'a']]"
106,但是流感化也只是美好愿景罢了，美国一开始也是要和新冠共存，现在变种这么多，谁知道会不会在躺平之后产生更可怕的变体。。现在真的是绝望了，中国本来都消灭疫情了，外国躺平养出个终极版，可能现在中国人的抗病毒能力真的不如群体免疫的印度人,0,"[['但是', 'c'], ['流感化', 'vn'], ['也', 'd'], ['只是', 'v'], ['美好愿景', 'LOC'], ['罢', 'v'], ['美国', 'LOC'], ['一开始', 'd'], ['也是', 'v'], ['要', 'v'], ['新冠', 'n'], ['共存', 'v'], ['现在', 'TIME'], ['变种', 'v'], ['这么多', 'r'], ['谁知道', 'v'], ['会不会', 'v'], ['躺', 'v'], ['平', 'a'], ['之后', 'f'], ['产生', 'v'], ['更可怕', 'a'], ['变体', 'n'], ['现在', 'TIME'], ['真', 'a'], ['是', 'v'], ['绝望', 'a'], ['中国', 'LOC'], ['本来', 'd'], ['都', 'd'], ['消灭', 'v'], ['疫情', 'n'], ['外国', 'n'], ['躺平', 'PER'], ['养', 'v'], ['出', 'v'], ['终极版', 'n'], ['可能', 'v'], ['现在', 'TIME'], ['中国', 'LOC'], ['人', 'n'], ['抗病毒', 'nz'], ['能力', 'n'], ['真', 'a'], ['不如', 'v'], ['群体', 'n'], ['免疫', 'v'], ['印度', 'LOC'], ['人', 'n']]"
107,说话要有事实依据，模糊发布信息等词，南京政府可以告你，你还是个大v,0,"[['说话', 'vn'], ['要', 'v'], ['有', 'v'], ['事实', 'n'], ['模糊', 'ad'], ['发布', 'v'], ['信息', 'n'], ['词', 'n'], ['南京政府', 'ORG'], ['可以', 'v'], ['告', 'v'], ['你', 'r'], ['你', 'r'], ['还是', 'v'], ['大', 'a']]"
108,我是觉得南京防疫挺乱的，但是瞒报在哪没有看到相关报道，还请指教一下,0,"[['我', 'r'], ['是', 'v'], ['觉得', 'v'], ['南京', 'LOC'], ['防疫', 'vn'], ['挺', 'd'], ['乱', 'a'], ['但是', 'c'], ['瞒报', 'v'], ['哪', 'r'], ['没有', 'v'], ['看到', 'v'], ['相关', 'vn'], ['报道', 'n'], ['还', 'd'], ['请', 'v'], ['指教', 'v']]"
110,就是南京政府的错，大意麻痹，没有重视疫情，没有把老百姓的生命安全放在首位,0,"[['就是', 'v'], ['南京政府', 'ORG'], ['错大意麻痹', 'nz'], ['没有', 'v'], ['重视', 'v'], ['疫情', 'n'], ['没有', 'v'], ['老百姓', 'n'], ['生命', 'n'], ['安全', 'an'], ['放在', 'v'], ['首位', 'n']]"
111,南京没有瞒报疫情，13日就上报了本土确诊，别被网上的信息迷惑。,1,"[['南京', 'LOC'], ['没有', 'v'], ['瞒报', 'v'], ['疫情', 'n'], ['日', 'TIME'], ['就', 'd'], ['上报', 'v'], ['本土', 'n'], ['确诊', 'v'], ['别', 'd'], ['网上', 's'], ['信息', 'n'], ['迷惑', 'v']]"
112,但是好多都不戴口罩了，包括目前这样很多人都还没当回事,0,"[['但是', 'c'], ['都', 'd'], ['不', 'd'], ['戴口罩', 'v'], ['包括', 'v'], ['目前', 't'], ['这样', 'r'], ['很多人', 'n'], ['都', 'd'], ['还', 'd'], ['没', 'v'], ['当', 'v'], ['回事', 'n']]"
113,要是我说南京机场南京市府公务人员渎职 会被南京拍警察来抓走刑拘吗！,0,"[['要', 'c'], ['是', 'c'], ['我', 'r'], ['说', 'v'], ['南京机场', 'LOC'], ['南京市府', 'LOC'], ['公务', 'n'], ['人员', 'n'], ['渎职', 'v'], ['会', 'v'], ['南京', 'LOC'], ['拍', 'v'], ['警察', 'n'], ['来', 'v'], ['抓', 'v'], ['走刑拘', 'v']]"
114,你可以说南京zf开始的政策有点乱，但是瞒报延误战机真的没发现。另外机场归省里管，南京zf无权管理，机场董事长也是第一时间被撤下。作为一名南京人，一开始我们对zf一些迷惑行为也有不满，但是这几次的全民检测一次比一一次高效有序，这几天确诊也是三连降，看得出政府在做事在改进了,1,"[['你', 'r'], ['可以说', 'v'], ['南京', 'LOC'], ['开始', 'v'], ['政策', 'n'], ['有点', 'd'], ['乱', 'a'], ['但是', 'c'], ['瞒报', 'n'], ['延误', 'v'], ['战机', 'n'], ['真', 'a'], ['没', 'v'], ['发现', 'v'], ['另外', 'r'], ['机场', 'n'], ['归', 'v'], ['省里', 's'], ['管', 'v'], ['南京', 'LOC'], ['无权', 'v'], ['管理', 'v'], ['机场', 'n'], ['董事长', 'n'], ['也是', 'v'], ['第一时间', 't'], ['被撤', 'v'], ['下', 'v'], ['作为', 'v'], ['南京人', 'nz'], ['一开始', 't'], ['我们', 'r'], ['迷惑', 'a'], ['行为', 'n'], ['也有', 'v'], ['不满', 'a'], ['但是', 'c'], ['这', 'r'], ['全民', 'n'], ['检测', 'v'], ['高效', 'a'], ['有序', 'a'], ['这几天', 'TIME'], ['确诊', 'v'], ['也是', 'v'], ['降', 'n'], ['看得出', 'v'], ['政府', 'n'], ['做事', 'vn'], ['在', 'd'], ['改进', 'v']]"
115,说实话，发现的时候都传染10天了，神仙也救不了，而且我行我素不以为然，发现第一天300万人就做了核酸。也没感觉到不以为然啊！不过防疫缺失确实存在。批评没啥问题，不过建议摆事实讲道理。不要搞这些大话空话。,1,"[['说实话', 'd'], ['发现', 'v'], ['时候', 'n'], ['都', 'd'], ['传染', 'v'], ['天', 'TIME'], ['神仙', 'nr'], ['也', 'd'], ['救', 'v'], ['不', 'd'], ['而且', 'c'], ['我行我素不以为然', 'v'], ['发现', 'v'], ['第一天', 'TIME'], ['万人', 'n'], ['就', 'd'], ['做', 'v'], ['核酸', 'nz'], ['也', 'd'], ['没感觉', 'v'], ['到', 'v'], ['不以为然', 'v'], ['不过', 'c'], ['防疫', 'vn'], ['缺失', 'vn'], ['确实', 'd'], ['存在', 'v'], ['批评', 'vn'], ['没', 'v'], ['啥', 'r'], ['问题', 'n'], ['不过', 'd'], ['建议', 'v'], ['摆', 'v'], ['事实', 'n'], ['讲道', 'v'], ['理', 'nr'], ['不要', 'v'], ['搞', 'v'], ['这些', 'r'], ['大话', 'n'], ['空话', 'n']]"
116,南京政府能管的地方其实挺少的，机场车站港口，中山陵南博大学军区等等，那些都不给归南京管。不是上海管就是国资委管。政府有政府的考量，不是他想怎么做就怎么做，希望大家不要那么过激。,1,"[['南京政府', 'ORG'], ['能管', 'v'], ['地方', 'n'], ['其实', 'd'], ['挺', 'd'], ['少', 'a'], ['机场', 'n'], ['车站', 'n'], ['港口', 'n'], ['中山陵南博大学', 'ORG'], ['军区', 'n'], ['那些', 'r'], ['都', 'd'], ['不', 'd'], ['给', 'v'], ['归', 'v'], ['南京', 'LOC'], ['管', 'v'], ['不是', 'v'], ['上海', 'LOC'], ['管', 'v'], ['就是', 'v'], ['国资委管政府', 'ORG'], ['有', 'v'], ['政府', 'n'], ['考量', 'vn'], ['不是', 'v'], ['他', 'r'], ['想', 'v'], ['怎么', 'r'], ['做', 'v'], ['就', 'd'], ['怎么', 'r'], ['做', 'v'], ['希望', 'v'], ['大家', 'r'], ['不要', 'v'], ['那么', 'r'], ['过激', 'a']]"
117,有了解南京的各个区域管辖的情况吗？不了解就不要在这随便污蔑一个城市,0,"[['有', 'v'], ['了解', 'v'], ['南京', 'LOC'], ['各', 'r'], ['区域', 'n'], ['管辖', 'vn'], ['情况', 'n'], ['不', 'd'], ['了解', 'v'], ['就', 'd'], ['不要', 'v'], ['这', 'r'], ['随便', 'ad'], ['污蔑', 'v'], ['城市', 'n']]"
118,南京当官的得出来说说,0,"[['南京', 'LOC'], ['当官', 'v'], ['出来', 'v'], ['说说', 'v']]"
119,"别问我为啥不去让她戴口罩<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>因为骂不过<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>南京大妈攻击力太高<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>",0,"[['别问', 'v'], ['我', 'r'], ['为啥', 'r'], ['不', 'd'], ['去', 'v'], ['让', 'v'], ['她', 'r'], ['戴口罩', 'v'], ['骂', 'v'], ['不过', 'v'], ['允', 'v'], ['悲', 'an'], ['南京', 'LOC'], ['大妈', 'n'], ['攻击力', 'n'], ['太', 'd'], ['高', 'a']]"
120,"后半段我在别人那儿也看到过，一字不差<span class=""url-icon""><img alt=[微笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png"" style=""width:1em; height:1em;"" /></span>",0,"[['后', 'f'], ['我', 'r'], ['别人', 'r'], ['那儿', 'r'], ['也', 'd'], ['看到', 'v'], ['一字', 'n'], ['不差', 'a'], ['微笑', 'nt']]"
122,说的好，说的太好了！,1,"[['说', 'v'], ['好', 'n'], ['说', 'v'], ['太好', 'a']]"
123,今儿钟南山说南京管控非常出色，你怎么解释？别的不说，我就信钟老权威，我们不是专业人士，需要防疫到什么程度，哪些是重点哪些是次要，自有他的道理和判断！,1,"[['今儿', 't'], ['钟南山', 'PER'], ['说', 'v'], ['南京', 'LOC'], ['管控', 'vn'], ['非常', 'd'], ['出色', 'a'], ['你', 'r'], ['怎么', 'r'], ['解释', 'v'], ['别', 'a'], ['不', 'd'], ['说', 'v'], ['我', 'r'], ['就', 'd'], ['信', 'v'], ['钟', 'n'], ['老', 'a'], ['权威', 'n'], ['我们', 'r'], ['不是', 'v'], ['专业人士', 'n'], ['需要', 'v'], ['防疫', 'vn'], ['到', 'v'], ['什么', 'r'], ['程度', 'n'], ['哪些', 'r'], ['是', 'v'], ['重点', 'n'], ['哪些', 'r'], ['是', 'v'], ['次要', 'a'], ['自有', 'v'], ['他', 'r'], ['道理', 'n'], ['和', 'c'], ['判断', 'v']]"
124,"我是江苏人，说句实话，江苏政府针对此次疫情突发的作为很让大家失望…比去年的湖南动作差太远了<span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-d8ebda66d3.png"" style=""width:1em; height:1em;"" /></span>诶，除了Gdp，希望南京政府能多考虑民众的安全问题。",0,"[['我', 'r'], ['是', 'v'], ['江苏', 'LOC'], ['人', 'n'], ['说', 'v'], ['实话', 'n'], ['江苏政府', 'ORG'], ['此次', 'r'], ['疫情', 'n'], ['突发', 'v'], ['作为', 'n'], ['很', 'd'], ['让', 'v'], ['大家', 'r'], ['失望', 'v'], ['去年', 'TIME'], ['湖南', 'LOC'], ['动作', 'n'], ['差', 'a'], ['太', 'd'], ['远', 'a'], ['汗', 'n'], ['希望', 'v'], ['南京政府', 'ORG'], ['能', 'v'], ['多', 'ad'], ['考虑', 'v'], ['民众', 'n'], ['安全', 'an'], ['问题', 'n']]"
125,"领导人才是责任源头，不能什么都推给底层员工或临时工。<span class=""url-icon""><img alt=[伤心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-49b2fe44a6.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[伤心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-49b2fe44a6.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[伤心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-49b2fe44a6.png"" style=""width:1em; height:1em;"" /></span>",0,"[['领导', 'n'], ['人才', 'n'], ['是', 'v'], ['责任', 'n'], ['源头', 'n'], ['不能', 'v'], ['什么', 'r'], ['都', 'd'], ['推', 'v'], ['底层', 'n'], ['员工', 'n'], ['或', 'c'], ['临时工', 'n'], ['伤心', 'a'], ['伤心', 'a'], ['伤心', 'a']]"
126,机场领导是个有担当的人也不会推脱责任。,0,"[['机场', 'n'], ['领导', 'n'], ['是', 'v'], ['有', 'v'], ['担当', 'vn'], ['人', 'n'], ['也', 'd'], ['不会', 'v'], ['推脱', 'v'], ['责任', 'n']]"
127,钟南山说南京管控非常出色，我信钟老权威，我们不是专业人士，需要防疫到什么程度，哪些是重点哪些是次要，自有他们的道理和判断！一开始专家都没怎么说南京防疫很差什么，网民全都一窝蜂一个调了都要南京哪里都封闭空旷的地方封最好全面封城，归根结底这是科学和理性的事情，要看权威专业人士怎么讲,1,"[['钟南山', 'PER'], ['说', 'v'], ['南京', 'LOC'], ['管控', 'vn'], ['非常', 'd'], ['出色', 'a'], ['我信钟老权威', 'nz'], ['我们', 'r'], ['不是', 'v'], ['专业人士', 'n'], ['需要', 'v'], ['防疫', 'vn'], ['到', 'v'], ['什么', 'r'], ['程度', 'n'], ['哪些', 'r'], ['是', 'v'], ['重点', 'n'], ['哪些', 'r'], ['是', 'v'], ['次要', 'a'], ['自有', 'v'], ['他们', 'r'], ['道理', 'n'], ['和', 'c'], ['判断', 'v'], ['一开始', 't'], ['专家', 'n'], ['都', 'd'], ['没', 'v'], ['怎么', 'r'], ['说', 'v'], ['南京', 'LOC'], ['防疫', 'vn'], ['很', 'd'], ['差', 'v'], ['什么', 'r'], ['网民', 'n'], ['全都', 'd'], ['调', 'v'], ['都', 'd'], ['要', 'v'], ['南京', 'LOC'], ['哪里', 'r'], ['都', 'd'], ['封闭', 'v'], ['空旷', 'a'], ['地方', 'n'], ['封', 'v'], ['最好', 'd'], ['全面', 'ad'], ['封', 'v'], ['城', 'n'], ['归根结底', 'd'], ['这', 'r'], ['是', 'v'], ['科学', 'n'], ['和', 'c'], ['理性', 'n'], ['事情', 'n'], ['要', 'v'], ['看', 'v'], ['权威', 'n'], ['专业人士', 'n'], ['怎么', 'r'], ['讲', 'v']]"
128,机场大领导已经免，南京会越来越好。地域黑嫉妒死，也白搭。南京市江苏省的官本来就没有南京人，免职也是外地人。气死你们。,0,"[['机场', 'n'], ['大', 'a'], ['领导', 'n'], ['已经', 'd'], ['免', 'v'], ['南京', 'LOC'], ['会', 'v'], ['越来越好', 'd'], ['地域', 'n'], ['黑', 'a'], ['嫉妒', 'vn'], ['死', 'n'], ['也', 'd'], ['白搭', 'v'], ['南京市', 'LOC'], ['江苏省', 'LOC'], ['官', 'n'], ['本来', 'd'], ['就', 'd'], ['没有', 'v'], ['南京', 'LOC'], ['人', 'n'], ['免职', 'vn'], ['也是', 'v'], ['外地人', 'n'], ['气死', 'v'], ['你们', 'r']]"
129,"加油嗷，四月份去过一次南京，真的很喜欢这座城市<span class=""url-icon""><img alt=[心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"" style=""width:1em; height:1em;"" /></span>",1,"[['加油', 'v'], ['嗷', 'nr'], ['四月份', 'TIME'], ['去过', 'v'], ['南京', 'LOC'], ['真', 'a'], ['很喜欢', 'v'], ['这座城市', 'n'], ['心', 'n']]"
131,这些保洁阿姨建议全部转正！编内！,1,"[['这些', 'r'], ['保洁', 'vn'], ['阿姨', 'n'], ['建议', 'v'], ['全部', 'n'], ['转正', 'v'], ['编', 'v'], ['内', 'f']]"
132,开始洗白,0,"[['开始', 'v'], ['洗白', 'vn']]"
133,不管怎样，大家都是中国人，有什么好喷的，谁都会有犯错的时候。既然错误已经出现了，那就一起好好抗疫。谁都不愿意发生这样的事情。祝福南京。,1,"[['不管怎样', 'r'], ['大家', 'r'], ['都是', 'v'], ['中国', 'LOC'], ['人', 'n'], ['有', 'v'], ['什么', 'r'], ['好', 'd'], ['喷', 'v'], ['谁', 'r'], ['都会', 'v'], ['有', 'v'], ['犯错', 'vn'], ['时候', 'n'], ['既然', 'c'], ['错误', 'n'], ['已经', 'd'], ['出现', 'v'], ['那', 'r'], ['就', 'd'], ['一起', 'd'], ['好好', 'd'], ['抗', 'v'], ['疫', 'n'], ['谁', 'r'], ['都', 'd'], ['不', 'd'], ['愿意', 'v'], ['发生', 'v'], ['这样', 'r'], ['事情', 'n'], ['祝福', 'v'], ['南京', 'LOC']]"
134,印度真是个不良之地,0,"[['印度', 'LOC'], ['真是', 'v'], ['不良', 'a'], ['地', 'n']]"
135,底层劳动者为你们的失职买单，你们应该好好检讨检讨！并且对人家做出应有的赔偿！,0,"[['底层', 'n'], ['劳动者', 'n'], ['你们', 'r'], ['失职', 'vn'], ['买单', 'v'], ['你们', 'r'], ['应该', 'v'], ['好好', 'd'], ['检讨', 'v'], ['检讨', 'v'], ['并且', 'c'], ['人家', 'r'], ['做出', 'v'], ['应有', 'v'], ['赔偿', 'vn']]"
136,员工怎么了背什么锅。谁都不想有疫情。出现不可怕 可怕的解决问题的做为。早干嘛了也不封城也不及时管控那么多人流动遍地开花。石家庄疫情第三天还是第二天就封城了。谁也跑不出去。虽为代价大 我们那时候连菜都没来得及买。一觉醒来封城了。南京人民还要去上班冒着风险。呵呵,0,"[['员工', 'n'], ['怎么', 'r'], ['背', 'v'], ['什么', 'r'], ['锅', 'n'], ['谁', 'r'], ['都', 'd'], ['不', 'd'], ['想', 'v'], ['有', 'v'], ['疫情', 'n'], ['出现', 'v'], ['不', 'd'], ['可怕', 'a'], ['可怕', 'a'], ['解决', 'v'], ['问题', 'n'], ['做为', 'v'], ['早', 'd'], ['干嘛', 'v'], ['也', 'd'], ['不', 'd'], ['封', 'v'], ['城', 'n'], ['也', 'd'], ['不', 'd'], ['及时', 'ad'], ['管控', 'v'], ['那么多', 'a'], ['人', 'n'], ['流动', 'v'], ['遍地开花', 'v'], ['石家庄', 'LOC'], ['疫情', 'n'], ['第三天', 'TIME'], ['还是', 'v'], ['第二天', 'TIME'], ['就', 'd'], ['封城', 'v'], ['谁', 'r'], ['也', 'd'], ['跑', 'v'], ['不', 'd'], ['出去', 'v'], ['虽', 'c'], ['为', 'v'], ['代价', 'n'], ['大', 'nr'], ['我们', 'r'], ['那时候', 't'], ['连', 'd'], ['菜', 'n'], ['都', 'd'], ['没', 'v'], ['来得及', 'v'], ['买', 'v'], ['一觉醒来', 'v'], ['封城', 'LOC'], ['南京', 'LOC'], ['人民', 'n'], ['还要', 'v'], ['去', 'v'], ['上班', 'v'], ['冒', 'v'], ['风险', 'n']]"
137,机场保洁也就那样，打扫卫生手套口罩都不带（我们这），真服气，都不怕死吗？,0,"[['机场', 'n'], ['保洁', 'vn'], ['也', 'd'], ['就', 'd'], ['那样', 'r'], ['打扫', 'v'], ['卫生', 'n'], ['手套', 'n'], ['口罩', 'n'], ['都', 'd'], ['不', 'd'], ['带', 'v'], ['我们', 'r'], ['这', 'r'], ['真', 'd'], ['服', 'v'], ['气', 'n'], ['都', 'd'], ['不怕死', 'v']]"
138,利用保洁员发声！是在表明南京管理好吗？作为南京人，我为江苏南京的官员表演感到恶心。,0,"[['利用', 'v'], ['保洁员', 'n'], ['发声', 'v'], ['是', 'v'], ['表明', 'v'], ['南京', 'LOC'], ['管理', 'v'], ['好', 'a'], ['作为', 'v'], ['南京人', 'n'], ['我', 'r'], ['江苏', 'LOC'], ['南京', 'LOC'], ['官员', 'n'], ['表演', 'vn'], ['感到', 'v'], ['恶心', 'an']]"
139,前几天怎么没见你上热搜,0,"[['前几天', 't'], ['怎么', 'r'], ['没', 'v'], ['见', 'v'], ['你', 'r'], ['上', 'v'], ['热', 'ad'], ['搜', 'v']]"
140,机场领导确实有不可推卸的责任 但机场不是南京管不管的问题好吗？试问哪个机场能做到万无一失？有国外航班就有风险 也不是每个机场都是上海备用机场吧 俄罗斯的航班停其他地儿吗？这个时候责怪有什么意义？有些人除了会做个键盘侠还会干啥呢？,0,"[['机场', 'n'], ['领导', 'n'], ['确实', 'd'], ['有', 'v'], ['不可', 'v'], ['推卸', 'v'], ['责任', 'n'], ['但', 'c'], ['机场', 'n'], ['不是', 'v'], ['南京', 'LOC'], ['管', 'v'], ['不管', 'v'], ['问题', 'n'], ['好', 'a'], ['试问', 'v'], ['哪个', 'r'], ['机场', 'n'], ['能做到', 'v'], ['万无一失', 'nz'], ['有', 'v'], ['国外', 's'], ['航班', 'n'], ['就', 'd'], ['有', 'v'], ['风险', 'n'], ['也', 'd'], ['不是', 'v'], ['每个', 'r'], ['机场', 'n'], ['都是', 'v'], ['上海备用机场', 'LOC'], ['俄罗斯', 'LOC'], ['航班', 'n'], ['停', 'v'], ['其他', 'r'], ['地儿', 'n'], ['这个', 'r'], ['时候', 'n'], ['责怪', 'v'], ['有', 'v'], ['什么', 'r'], ['意义', 'n'], ['有些人', 'r'], ['会', 'v'], ['做', 'v'], ['键盘', 'n'], ['侠', 'n'], ['还会', 'v'], ['干', 'v'], ['啥', 'r']]"
144,"难受吗核酸？我们可能也要做了<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>",0,"[['难受', 'a'], ['核酸', 'n'], ['我们', 'r'], ['可能', 'v'], ['也', 'd'], ['要', 'v'], ['做', 'v'], ['笑', 'nt']]"
151,郑州真难！注意安全哦�,0,"[['郑州', 'LOC'], ['真', 'd'], ['难', 'ad'], ['注意', 'v'], ['安全', 'an']]"
152,"辛苦了(●°u°●) 」记得照顾好自己和孩子们<span class=""url-icon""><img alt=[爱你] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png"" style=""width:1em; height:1em;"" /></span>",1,"[['辛苦', 'a'], ['记得', 'v'], ['照顾', 'v'], ['好', 'a'], ['自己', 'r'], ['和', 'c'], ['孩子们', 'n'], ['爱', 'v'], ['你', 'r'], ['爱', 'v'], ['你', 'r'], ['爱', 'v'], ['你', 'r'], ['爱', 'v'], ['你', 'r']]"
154,咋一下出来这么多 我3g了吗,0,"[['咋', 'r'], ['出来', 'v'], ['这么多', 'r'], ['我', 'r']]"
157,"哈哈哈，玩第一<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>果然还是孩子的想法最单纯",1,"[['哈', 'PER'], ['玩', 'v'], ['允', 'v'], ['悲', 'an'], ['允', 'v'], ['悲', 'an'], ['果然', 'd'], ['还是', 'v'], ['孩子', 'n'], ['想法', 'n'], ['最', 'd'], ['单纯', 'a']]"
159,"石家庄人民表示 挺一挺很快过去了 很快 坚持一下 做好防护<span class=""url-icon""><img alt=[加油] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png"" style=""width:1em; height:1em;"" /></span>",1,"[['石家庄', 'LOC'], ['人民', 'n'], ['表示', 'v'], ['挺一挺', 'nr'], ['很快', 'ad'], ['过去', 'v'], ['很快', 'ad'], ['坚持', 'v'], ['做好', 'v'], ['防护', 'v'], ['加油', 'v']]"
160,我们家旁边的小区有去张家界旅游回来的核酸阳性小区封闭了，希望不要波及我们小区啊,0,"[['我们', 'r'], ['家', 'n'], ['旁边', 'f'], ['小区', 'n'], ['有', 'v'], ['去', 'v'], ['张家界', 'LOC'], ['旅游', 'v'], ['回来', 'v'], ['核酸', 'n'], ['阳性', 'n'], ['小区', 'n'], ['封闭', 'v'], ['希望', 'v'], ['不要', 'v'], ['波及', 'v'], ['我们', 'r'], ['小区', 'n']]"
161,扬州挺住！,1,"[['扬州', 'LOC'], ['挺住', 'v']]"
163,"<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>加油鸭！",1,"[['泪', 'n'], ['泪', 'n'], ['加油鸭', 'nz']]"
164,��积极配合疫情防控,1,"[['积极', 'ad'], ['配合', 'v'], ['疫情', 'n'], ['防控', 'v']]"
165,扬州加油！,1,"[['扬州', 'LOC'], ['加油', 'v']]"
166,加油！,1,"[['加油', 'v']]"
168,"被关在外头的啥时候能回家<span class=""url-icon""><img alt=[吃瓜] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png"" style=""width:1em; height:1em;"" /></span>我出个差，家被偷了",0,"[['关', 'v'], ['外头', 'f'], ['啥', 'r'], ['时候', 'n'], ['能', 'v'], ['回家', 'v'], ['吃', 'v'], ['瓜', 'n'], ['我', 'r'], ['出', 'v'], ['差', 'n'], ['家', 'n'], ['被偷', 'v']]"
